Title,Author,State,District,Date,Ban Status,lat,lon,year
Love Is the Higher Law,"Levithan, David",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
The Realm of Possibility,"Levithan, David",Michigan,Gladwin Community Schools,2022-05-01,Banned Pending Investigation,43.326618,-84.536095,2022.0
Two Boys Kissing,"Levithan, David",Florida,Polk County Public Schools,2022-01-01,Banned in Libraries,27.766279,-81.686783,2022.0
Two Boys Kissing,"Levithan, David",Florida,St. Lucie Public Schools,2021-12-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2021.0
Two Boys Kissing,"Levithan, David",Florida,Walton County School District,2022-04-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Two Boys Kissing,"Levithan, David",Georgia,Forsyth County Schools,2022-01-01,Banned in Libraries,33.040619,-83.643074,2022.0
Two Boys Kissing,"Levithan, David",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Wide Awake,"Levithan, David",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Family Fletcher Takes Rock Island (Family Fletcher Series),"Levy, Dana Alison",Florida,Jackson County School District,2022-04-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2022.0
The Family Fletcher Takes Rock Island (Family Fletcher Series),"Levy, Dana Alison",Florida,Lee County Schools,2022-05-01,Banned in Libraries,27.766279,-81.686783,2022.0
The Family Fletcher Takes Rock Island (Family Fletcher Series),"Levy, Dana Alison",Florida,Walton County School District,2022-04-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
The Misadventures of the Family Fletcher (Family Fletcher Series),"Levy, Dana Alison",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Gravity,"Lieberman, Leanne",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Gender Identity: The Search for Self,"Light, Kate",Texas,Klein Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Gender Identity: The Search for Self,"Light, Kate",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
"Girl, (Nearly) 16: Absolute Torture","Limb, Sue",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
"Girl, (Nearly) 16: Absolute Torture","Limb, Sue",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
A Big Mooncake for Little Star,"Lin, Grace",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Dim Sum for Everyone!,"Lin, Grace",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Starry River of the Sky,"Lin, Grace",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Draw the Line,"Linn, Laurent",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Lucky List,"Lippincott, Rachael",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
A Line in the Dark,"Lo, Malinda",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Ash,"Lo, Malinda",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Ash,"Lo, Malinda",Texas,Klein Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Ash,"Lo, Malinda",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Last Night at the Telegraph Club,"Lo, Malinda",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Last Night at the Telegraph Club,"Lo, Malinda",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Fly on the Wall: How One Girl Saw Everything,"lockhart, e",Florida,Lee County Schools,2022-03-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2022.0
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","lockhart, e",Florida,Lee County Schools,2022-03-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2022.0
Fly on the Wall: How One Girl Saw Everything,"Lockhart, E.",Florida,Indian River County School District,2021-11-01,Banned Pending Investigation,27.766279,-81.686783,2021.0
Fly on the Wall: How One Girl Saw Everything,"Lockhart, E.",Florida,Santa Rosa County District Schools,2022-04-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Fly on the Wall: How One Girl Saw Everything,"Lockhart, E.",Florida,Walton County School District,2022-04-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",Florida,Indian River County School District,2021-11-01,Banned Pending Investigation,27.766279,-81.686783,2021.0
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",Florida,Polk County Public Schools,2022-01-01,Banned in Libraries,27.766279,-81.686783,2022.0
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",Florida,St. Lucie Public Schools,2022-02-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",Florida,Walton County School District,2022-04-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",Texas,Fredericksburg Independent School District,2022-03-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
For Black Girls Like Me,"Lockington, Mariama J.",Oklahoma,Bristow Public Schools,2021-10-01,Banned Pending Investigation,35.565342,-96.928917,2021.0
For Black Girls Like Me,"Lockington, Mariama J.",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Black Wings Beating (Skybound Series),"London, Alex",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Gold Wings Rising (Skybound Series),"London, Alex",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Guardian (Proxy Series),"London, Alex",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Guardian (Proxy Series),"London, Alex",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Proxy (Proxy Series),"London, Alex",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Proxy (Proxy Series),"London, Alex",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Dateable Rules: A Guide to the Sexes,"Lookadoo, Justin",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
A Handful of Stars,"Lord, Cynthia",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Sister Outsider: Essays and Speeches,"Lorde, Audre",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
A Long Pitch Home,"Lorenzi, Natalie Dias",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Flying the Dragon,"Lorenzi, Natalie Dias",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,"Love, Bettina L.",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Julián at the Wedding (Julián Series),"Love, Jessica",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Julián Is a Mermaid (Julián Series),"Love, Jessica",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Julián Is a Mermaid (Julián Series),"Love, Jessica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Encounter,"Luby, Brittany",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Thanks a Lot, Universe","Lucas, Chad",Florida,Indian River County School District,2021-11-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2021.0
The Power of One: Every Act of Kindness Counts,"Ludwig, Trudy",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Daughters Unto Devils,"Lukavics, Amy",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Daughters Unto Devils,"Lukavics, Amy",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
In Deeper Waters,"Lukens, F. T.",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Call Me Max (Max and Friends Series),"Lukoff, Kyle",Florida,Palm Beach County School District,2022-04-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2022.0
Call Me Max (Max and Friends Series),"Lukoff, Kyle",Indiana,Carmel Clay Schools,2021-07-01,Banned in Libraries and Classrooms,39.849426,-86.258278,2021.0
When Aidan Became A Brother,"Lukoff, Kyle",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
When Aidan Became A Brother,"Lukoff, Kyle",Virginia,Roanoke County Public Schools,2022-01-01,Banned in Libraries and Classrooms,37.769337,-78.169968,2022.0
The Gift of Ramadan,"Lumbard, Rabiah York",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Reparations, Yes!: The Legal And Political Reasons Why New Afrikans, Black People In North America, Should Be Paid Now For The Enslavement Of Our Ancestors","Lumumba, Chokwe",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
The Best Laid Plans,"Lund, Cameron",Michigan,Gladwin Community Schools,2022-05-01,Banned Pending Investigation,43.326618,-84.536095,2022.0
Ship It,"Lundin, Britta",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Ship It,"Lundin, Britta",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Less-dead,"Lurie, April",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
"Black Appetite. White Food.: Issues of Race, Voice, and Justice Within and Beyond the Classroom","Lyiscott, Jamila",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Sonny's House of Spies,"Lyon, George Ella",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Sonny's House of Spies,"Lyon, George Ella",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Going Down Home with Daddy,"Lyons, Kelly Starling",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations","Lyons, Kelly Starling",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations","Lyons, Kelly Starling",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Heiress Apparently (Daughters of the Dynasty Series),"Ma, Diana",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
A Court of Frost and Starlight (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
A Court of Frost and Starlight (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,St. Johns County School District,2022-05-01,Banned in Libraries,27.766279,-81.686783,2022.0
A Court of Frost and Starlight (A Court of Thorns and Roses Series),"Maas, Sarah J.",Oklahoma,Bristow Public Schools,2021-10-01,Banned in Classrooms,35.565342,-96.928917,2021.0
A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-03-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Indian River County School District,2021-11-01,Banned in Libraries,27.766279,-81.686783,2021.0
A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Jackson County School District,2022-04-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2022.0
A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Walton County School District,2022-04-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",Idaho,Nampa School District,2022-05-01,Banned in Libraries and Classrooms,44.240459,-114.478828,2022.0
A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",Tennessee,Wilson County School District,2022-05-01,Banned in Libraries,35.747845,-86.692345,2022.0
A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",Texas,Katy Independent School District,2022-01-01,Banned in Libraries and Classrooms,31.054487,-97.563461,2022.0
A ​Court of Silver Flames (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
A ​Court of Silver Flames (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Hernando School District,2021-11-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2021.0
A Court of Thorns and Roses (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
A Court of Thorns and Roses (A Court of Thorns and Roses Series),"Maas, Sarah J.",Texas,Katy Independent School District,2021-10-01,Banned in Libraries,31.054487,-97.563461,2021.0
A Court of Wings and Ruin (A Court of Thorns and Roses Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Empire of Storms (Throne of Glass Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
House of Earth and Blood (Crescent City Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
House of Sky and Breath (Crescent City Series),"Maas, Sarah J.",Florida,Brevard Public Schools,2022-05-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
10 Things I Can See from Here,"Mac, Carrie",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
10 Things I Can See from Here,"Mac, Carrie",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Charmed,"Mac, Carrie",Florida,Indian River County School District,2021-11-01,Banned Pending Investigation,27.766279,-81.686783,2021.0
